MLN_MID,IMDbMovieID,MovieName,MovieYear,MovieRating,MovieGenreList
1969,tt0119569,Louis & Frank,1998,3.30,"Comedy,Drama,Music"
1970,tt0119577,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,6.40,"Biography,Drama,Romance"
1971,tt0119594,Twilight,1998,6.20,"Crime,Drama,Mystery"
1972,tt0119643,Meet Joe Black,1998,7.20,"Drama,Fantasy,Romance"
1973,tt0119670,The Mighty,1998,7.30,"Comedy,Drama"
1974,tt0119683,Les Mis??rables,1998,7.50,"Crime,Drama,History"
1975,tt0119699,Montana,1998,6.40,"Action,Comedy,Crime"
1976,tt0119891,Phantoms,1998,5.40,"Horror,Sci-Fi,Thriller"
1977,tt0119892,Phoenix,1998,6.40,"Crime,Drama"
1978,tt0119910,Polish Wedding,1998,5.40,"Comedy,Drama,Romance"
1979,tt0119942,Primary Colors,1998,6.70,"Comedy,Drama"
1980,tt0119989,Shadow of Doubt,1998,5.20,"Mystery,Thriller"
1981,tt0120008,The Replacement Killers,1998,6.10,"Action,Crime,Thriller"
1982,tt0120013,The Revengers' Comedies,1998,6.20,"Comedy,Romance"
1983,tt0120070,Savior,1998,7.30,"Drama,War"
1984,tt0120088,Wicked,1998,5.20,Thriller
1985,tt0120108,The Proposition,1998,6.30,"Drama,Romance"
1986,tt0120148,Sliding Doors,1998,6.80,"Comedy,Drama,Fantasy"
1987,tt0120184,Sphere,1998,6.10,"Drama,Horror,Mystery"
1988,tt0120186,Body Count,1998,5.50,"Crime,Drama,Thriller"
1989,tt0120229,The Stringer,1998,6.50,"Action,Drama,Romance"
1990,tt0120271,Talk of Angels,1998,6.10,"Drama,Romance,War"
1991,tt0120324,A Simple Plan,1998,7.50,"Crime,Drama,Thriller"
1992,tt0120382,The Truman Show,1998,8.10,"Comedy,Drama,Sci-Fi"
1993,tt0120484,The Waterboy,1998,6.10,"Comedy,Sport"
1994,tt0120531,Woo,1998,3.90,"Comedy,Romance"
1995,tt0120533,Celebrity,1998,6.30,"Comedy,Drama"
1996,tt0120577,54,1998,5.80,"Drama,Music"
1997,tt0120584,All the Little Animals,1998,7.10,"Adventure,Drama,Romance"
1998,tt0120586,American History X,1998,8.50,"Crime,Drama"
1999,tt0120587,Antz,1998,6.60,"Adventure,Animation,Comedy"
2000,tt0120591,Armageddon,1998,6.60,"Action,Adventure,Sci-Fi"
2001,tt0120594,B. Monkey,1998,6.00,"Crime,Drama,Romance"
2002,tt0120609,The Big Hit,1998,6.10,"Action,Comedy,Crime"
2003,tt0120611,Blade,1998,7.10,"Action,Horror"
2004,tt0120619,Break Up,1998,5.10,Thriller
2005,tt0120623,A Bug's Life,1998,7.20,"Adventure,Animation,Comedy"
2006,tt0120631,Ever After: A Cinderella Story,1998,7.00,"Comedy,Drama,Romance"
2007,tt0120632,City of Angels,1998,6.70,"Drama,Fantasy,Romance"
2008,tt0120633,A Civil Action,1998,6.50,Drama
2009,tt0120634,Claudine's Return,1998,4.10,"Drama,Mystery,Romance"
2010,tt0120642,"A Cool, Dry Place",1998,6.30,Drama
2011,tt0120645,Meet the Deedles,1998,3.90,"Comedy,Family"
2012,tt0120647,Deep Impact,1998,6.10,"Action,Drama,Romance"
2013,tt0120660,Enemy of the State,1998,7.30,"Action,Crime,Mystery"
2014,tt0120669,Fear and Loathing in Las Vegas,1998,7.70,"Adventure,Comedy,Drama"
2015,tt0120678,Free Money,1998,5.00,"Comedy,Crime"
2016,tt0120684,Gods and Monsters,1998,7.50,"Biography,Drama"
2017,tt0120685,Godzilla,1998,5.30,"Action,Sci-Fi,Thriller"
2018,tt0120686,Stepmom,1998,6.70,"Comedy,Drama"
2019,tt0120687,The Governess,1998,6.30,"Drama,Romance"
2020,tt0120692,All I Wanna Do,1998,6.70,Comedy
2021,tt0120694,Halloween H20: 20 Years Later,1998,5.70,"Horror,Thriller"
2022,tt0120696,Hard Rain,1998,5.80,"Action,Crime,Drama"
2023,tt0120699,The Hi-Lo Country,1998,6.10,"Drama,Romance,Western"
2024,tt0120701,Holy Man,1998,4.90,"Comedy,Drama"
2025,tt0120703,How Stella Got Her Groove Back,1998,5.60,"Comedy,Drama,Romance"
2026,tt0120706,The General,1998,7.30,"Biography,Crime,Drama"
2027,tt0120707,Ride,1998,4.50,Comedy
2028,tt0120714,The Interview,1998,7.30,"Crime,Drama,Thriller"
2029,tt0120722,Living Out Loud,1998,6.60,"Comedy,Drama,Romance"
2030,tt0120723,Kissing a Fool,1998,5.60,"Comedy,Romance"
2031,tt0120724,Knock Off,1998,4.80,"Action,Comedy,Thriller"
2032,tt0120728,The Last Days of Disco,1998,6.60,"Comedy,Drama,Music"
2033,tt0120731,The Legend of 1900,1998,8.10,"Drama,Music,Romance"
2034,tt0120735,"Lock, Stock and Two Smoking Barrels",1998,8.20,"Comedy,Crime"
2035,tt0120741,Mafia!,1998,5.50,"Comedy,Crime"
2036,tt0120744,The Man in the Iron Mask,1998,6.50,"Action,Adventure"
2037,tt0120746,The Mask of Zorro,1998,6.70,"Action,Adventure,Comedy"
2038,tt0120747,The Very Thought of You,1998,6.40,"Comedy,Romance"
2039,tt0120749,Mercury Rising,1998,6.10,"Action,Crime,Drama"
2040,tt0120751,Mighty Joe Young,1998,5.60,"Action,Adventure,Family"
2041,tt0120754,The Misadventures of Margaret,1998,5.40,"Comedy,Romance"
2042,tt0120762,Mulan,1998,7.60,"Adventure,Animation,Family"
2043,tt0120765,My Giant,1998,4.90,"Comedy,Drama,Sport"
2044,tt0120768,The Negotiator,1998,7.30,"Action,Crime,Drama"
2045,tt0120769,The Newton Boys,1998,6.10,"Action,Crime,Drama"
2046,tt0120770,A Night at the Roxbury,1998,6.20,"Comedy,Music,Romance"
2047,tt0120772,The Object of My Affection,1998,6.00,"Comedy,Drama,Romance"
2048,tt0120776,One True Thing,1998,7.00,Drama
2049,tt0120777,The Opposite of Sex,1998,6.50,Comedy
2050,tt0120780,Out of Sight,1998,7.00,"Crime,Drama,Romance"
2051,tt0120782,Palmetto,1998,6.00,"Crime,Drama,Mystery"
2052,tt0120783,The Parent Trap,1998,6.50,"Adventure,Comedy,Drama"
2053,tt0120787,A Perfect Murder,1998,6.50,"Crime,Drama,Thriller"
2054,tt0120788,Permanent Midnight,1998,6.30,"Biography,Drama,Romance"
2055,tt0120789,Pleasantville,1998,7.50,"Comedy,Drama,Fantasy"
2056,tt0120791,Practical Magic,1998,6.20,"Comedy,Drama,Fantasy"
2057,tt0120793,A Price Above Rubies,1998,6.60,"Drama,Romance"
2058,tt0120794,The Prince of Egypt,1998,7.00,"Adventure,Animation,Drama"
2059,tt0120800,The Magic Sword: Quest for Camelot,1998,6.30,"Adventure,Animation,Comedy"
2060,tt0120812,Rush Hour,1998,6.90,"Action,Comedy,Crime"
2061,tt0120813,Safe Men,1998,6.00,"Comedy,Crime"
2062,tt0120815,Saving Private Ryan,1998,8.60,"Drama,War"
2063,tt0120820,Senseless,1998,6.00,"Comedy,Romance"
2064,tt0120823,The Impostors,1998,6.50,Comedy
2065,tt0120831,Slums of Beverly Hills,1998,6.60,"Comedy,Drama"
2066,tt0120832,Snake Eyes,1998,6.00,"Crime,Mystery,Thriller"
2067,tt0120852,Sweety Barrett,1998,6.50,"Crime,Drama"
2068,tt0120859,Telling You,1998,4.40,"Comedy,Drama,Romance"
2069,tt0120861,The Theory of Flight,1998,6.80,"Comedy,Drama,Romance"
2070,tt0120863,The Thin Red Line,1998,7.60,"Drama,War"
2071,tt0120867,Jerry and Tom,1998,6.60,"Comedy,Crime,Drama"
2072,tt0120873,U.S. Marshals,1998,6.50,"Action,Crime,Thriller"
2073,tt0120878,The Velocity of Gary,1998,5.00,"Comedy,Drama,Romance"
2074,tt0120879,Velvet Goldmine,1998,7.00,"Drama,Music"
2075,tt0120888,The Wedding Singer,1998,6.80,"Comedy,Music,Romance"
2076,tt0120889,What Dreams May Come,1998,7.00,"Drama,Fantasy,Romance"
2077,tt0120890,Wild Things,1998,6.50,"Crime,Drama,Mystery"
2078,tt0120894,Immortality,1998,6.30,"Crime,Mystery,Romance"
2079,tt0120902,The X Files,1998,7.00,"Drama,Mystery,Sci-Fi"
2080,tt0120906,Zero Effect,1998,7.00,"Comedy,Crime,Drama"
2081,tt0122151,Lethal Weapon 4,1998,6.60,"Action,Crime,Thriller"
2082,tt0122718,Small Soldiers,1998,6.10,"Action,Adventure,Comedy"
2083,tt0122906,Among Giants,1998,5.90,"Comedy,Romance"
2084,tt0123034,Dead Man's Curve,1998,5.90,"Drama,Mystery,Romance"
2085,tt0123324,Why Do Fools Fall in Love,1998,6.30,"Biography,Drama,Music"
2086,tt0123808,Don Juan,1998,4.90,"Comedy,Romance"
2087,tt0123987,Madeline,1998,6.00,"Comedy,Family"
2088,tt0124198,Very Bad Things,1998,6.30,"Comedy,Crime,Thriller"
2089,tt0124595,Return to Paradise,1998,6.90,"Drama,Romance,Thriller"
2090,tt0124718,He Got Game,1998,6.90,"Drama,Sport"
2091,tt0124879,Simon Birch,1998,6.90,"Comedy,Drama,Family"
2092,tt0124901,Thursday,1998,7.20,"Action,Comedy,Crime"
2093,tt0125678,Bongwater,1998,5.50,"Comedy,Romance"
2094,tt0125766,Some Girl,1998,5.90,"Comedy,Drama,Romance"
2095,tt0125879,Lulu on the Bridge,1998,6.30,"Drama,Music,Mystery"
2096,tt0126253,Renegade Force,1998,5.70,"Action,Thriller"
2097,tt0126261,Desert Blue,1998,6.20,Drama
2098,tt0126388,Legionnaire,1998,5.40,"Action,Adventure,Drama"
2099,tt0126423,Pete's Meteor,1998,4.80,"Crime,Drama"
2100,tt0126604,Pecker,1998,6.40,"Comedy,Drama"
2101,tt0126861,Denial,1998,5.40,"Comedy,Drama,Romance"
2102,tt0127357,Who Am I?,1998,6.80,"Action,Adventure,Comedy"
2103,tt0127516,Divorcing Jack,1998,6.80,"Comedy,Thriller"
2104,tt0127536,Elizabeth,1998,7.50,"Biography,Drama,History"
2105,tt0127722,Another Day in Paradise,1998,6.50,"Crime,Drama,Thriller"
2106,tt0127723,Can't Hardly Wait,1998,6.50,"Comedy,Romance"
2107,tt0128442,Rounders,1998,7.30,"Crime,Drama"
2108,tt0128445,Rushmore,1998,7.70,"Comedy,Drama"
2109,tt0128853,You've Got Mail,1998,6.60,"Comedy,Drama,Romance"
2110,tt0129023,Dark Harbor,1998,6.20,"Drama,Thriller"
2111,tt0129136,Hell's Kitchen,1998,4.90,"Crime,Drama"
2112,tt0129387,There's Something About Mary,1998,7.10,"Comedy,Romance"
2113,tt0129884,Dog Park,1998,5.10,"Comedy,Romance"
2114,tt0130018,I Still Know What You Did Last Summer,1998,4.60,"Horror,Mystery"
2115,tt0130192,Postmortem,1998,5.40,Thriller
2116,tt0130297,Sweet Jane,1998,7.10,"Drama,Romance"
2117,tt0130892,Sieben Monde,1998,5.60,"Horror,Mystery"
2118,tt0131502,No Code of Conduct,1998,5.00,"Action,Crime,Drama"
2119,tt0132213,Hi-Life,1998,5.80,"Comedy,Romance"
2120,tt0133122,New Rose Hotel,1998,4.90,"Drama,Mystery,Sci-Fi"
2121,tt0133751,The Faculty,1998,6.50,"Horror,Sci-Fi"
2122,tt0133952,The Siege,1998,6.30,"Action,Thriller"
2123,tt0133985,A Murder of Crows,1998,6.40,"Action,Crime,Thriller"
2124,tt0134619,Disturbing Behavior,1998,5.50,"Horror,Mystery,Sci-Fi"
2125,tt0135165,Bug Buster,1998,3.60,"Comedy,Horror,Sci-Fi"
2126,tt0136244,Hideous Kinky,1998,6.10,"Adventure,Drama,Romance"
2127,tt0137799,Ground Control,1998,5.70,"Action,Adventure,Drama"
2128,tt0138097,Shakespeare in Love,1998,7.20,"Comedy,Drama,History"
2129,tt0138289,Ambushed,1998,6.00,"Action,Drama,Thriller"
2130,tt0138541,Judas Kiss,1998,6.40,"Crime,Drama,Thriller"
2131,tt0138590,Twice Upon a Yesterday,1998,6.40,"Comedy,Drama,Fantasy"
2132,tt0139362,High Art,1998,6.70,"Drama,Romance"
2133,tt0139645,Life in the Fast Lane,1998,4.60,Comedy
2134,tt0139649,Too Tired to Die,1998,5.50,"Comedy,Drama,Fantasy"
2135,tt0139898,The Boys,1998,7.10,"Crime,Drama"
2136,tt0140587,Surrender Dorothy,1998,6.00,"Comedy,Drama,Romance"
2137,tt0141699,Out of the Past,1998,7.00,Documentary
2138,tt0142964,Wildside,1998,6.50,Drama
2139,tt0144120,Bride of Chucky,1998,5.40,"Comedy,Horror"
2140,tt0144622,St. Ives,1998,6.60,"Drama,Romance"
2141,tt0145505,Susan's Plan,1998,5.30,"Comedy,Crime,Thriller"
2142,tt0145734,Playing by Heart,1998,7.10,"Comedy,Drama,Romance"
2143,tt0146336,Urban Legend,1998,5.50,"Horror,Mystery"
2144,tt0147004,Little Voice,1998,7.00,"Comedy,Drama,Music"
2145,tt0147802,1999,1998,4.80,"Comedy,Drama"
2146,tt0147856,At Sachem Farm,1998,6.50,Drama
2147,tt0148482,Monkey Business,1998,3.70,"Adventure,Comedy,Crime"
2148,tt0149723,Besieged,1998,7.00,"Drama,Romance"
2149,tt0150915,Hilary and Jackie,1998,7.40,"Biography,Drama,Music"
2150,tt0152176,Restaurant,1998,6.10,Drama
2151,tt0154965,O.K. Garage,1998,4.80,"Comedy,Crime,Drama"
2152,tt0155753,I'll Be Home for Christmas,1998,5.40,"Comedy,Family"
2153,tt0155975,Psycho,1998,4.60,"Horror,Mystery,Thriller"
2154,tt0157990,Love Scenes from Planet Earth,1998,6.40,"Comedy,Romance"
2155,tt0158030,The Girl of Your Dreams,1998,6.90,"Comedy,Drama"
2156,tt0158049,One Hell of a Guy,1998,4.20,"Comedy,Fantasy,Romance"
2157,tt0158438,Via Satellite,1998,6.40,Comedy
2158,tt0159382,Croupier,1998,7.20,"Crime,Drama"
2159,tt0159446,For Hire,1998,5.60,Thriller
2160,tt0159765,Spark,1998,5.50,"Drama,Thriller"
2161,tt0162709,The Tribe,1998,6.20,Drama
2162,tt0162958,Final Cut,1998,6.10,"Drama,Thriller"
2163,tt0163818,Hitman,1998,6.20,"Action,Comedy,Crime"
2164,tt0164538,Dil Se..,1998,7.70,"Drama,Romance"
2165,tt0164550,Duplicate,1998,5.50,"Action,Comedy,Crime"
2166,tt0166308,Pleasure (And Its Little Inconveniences),1998,4.90,Drama
2167,tt0166794,The Sea Change,1998,5.60,"Comedy,Romance"
2168,tt0168449,The Adventures of Sebastian Cole,1998,6.90,"Comedy,Drama"
2169,tt0169639,Boy Meets Girl,1998,6.20,"Comedy,Fantasy,Romance"
2170,tt0171135,Brown's Requiem,1998,5.90,"Crime,Drama,Thriller"
2171,tt0172684,Kuch Kuch Hota Hai,1998,7.70,"Comedy,Drama,Musical"
2172,tt0176422,Alice and Martin,1998,6.40,"Drama,Romance"
2173,tt0177680,Davis Is Dead,1998,6.80,Drama
2174,tt0183171,Johnny 316,1998,7.30,"Drama,Romance"
2175,tt0264483,The Christmas Path,1998,4.10,Family
2176,tt0275521,Minor Details,1998,6.20,\N
2177,tt0322977,Kizuna,1998,6.80,"Crime,Drama"
2178,tt0118665,Baby Geniuses,1999,2.60,"Comedy,Crime,Family"
2179,tt0119079,Onegin,1999,6.90,"Drama,Romance"
2180,tt0120188,Three Kings,1999,7.10,"Action,Adventure,Comedy"
2181,tt0120363,Toy Story 2,1999,7.90,"Adventure,Animation,Comedy"
2182,tt0120458,Virus,1999,4.90,"Action,Horror,Sci-Fi"
2183,tt0120500,When Justice Fails,1999,4.90,"Drama,Mystery,Thriller"
2184,tt0120596,The Bachelor,1999,5.00,Comedy
2185,tt0120601,Being John Malkovich,1999,7.80,"Comedy,Drama,Fantasy"
2186,tt0120613,A Walk on the Moon,1999,6.60,"Drama,Romance"
2187,tt0120616,The Mummy,1999,7.00,"Action,Adventure,Fantasy"
2188,tt0120618,Breakfast of Champions,1999,4.60,Comedy
2189,tt0120620,Brokedown Palace,1999,6.40,"Drama,Mystery,Thriller"
2190,tt0120646,The Deep End of the Ocean,1999,6.30,Drama
2191,tt0120655,Dogma,1999,7.30,"Adventure,Comedy,Drama"
2192,tt0120657,The 13th Warrior,1999,6.60,"Action,Adventure,History"
2193,tt0120662,Eye of the Beholder,1999,4.90,"Drama,Mystery,Thriller"
2194,tt0120663,Eyes Wide Shut,1999,7.40,"Drama,Mystery,Thriller"
2195,tt0120683,Gloria,1999,5.10,"Crime,Drama,Thriller"
2196,tt0120689,The Green Mile,1999,8.50,"Crime,Drama,Fantasy"
2197,tt0120710,In Dreams,1999,5.50,"Drama,Fantasy,Thriller"
2198,tt0120757,The Mod Squad,1999,4.20,"Action,Crime,Thriller"
2199,tt0120764,My Favorite Martian,1999,5.00,"Comedy,Family,Sci-Fi"
2200,tt0120784,Payback,1999,7.10,"Action,Crime,Drama"
2201,tt0120797,Pushing Tin,1999,6.00,"Comedy,Drama,Romance"
2202,tt0120834,Snow Falling on Cedars,1999,6.80,"Drama,Mystery,Romance"
2203,tt0120836,Lost & Found,1999,5.00,"Comedy,Romance"
2204,tt0120855,Tarzan,1999,7.20,"Adventure,Animation,Family"
2205,tt0120891,Wild Wild West,1999,4.80,"Action,Comedy,Sci-Fi"
2206,tt0120899,My Life So Far,1999,6.50,"Biography,Comedy,Drama"
2207,tt0120907,eXistenZ,1999,6.80,"Horror,Sci-Fi,Thriller"
2208,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,6.50,"Action,Adventure,Fantasy"
2209,tt0122541,An Ideal Husband,1999,6.90,"Comedy,Romance"
2210,tt0122743,Tail Lights Fade,1999,4.80,"Action,Comedy,Drama"
2211,tt0123209,The Other Sister,1999,6.50,"Comedy,Drama,Romance"
2212,tt0123221,Just the Ticket,1999,5.60,"Comedy,Romance"
2213,tt0123964,Life,1999,6.70,"Comedy,Crime,Drama"
2214,tt0124298,Blast from the Past,1999,6.60,"Comedy,Drama,Romance"
2215,tt0124315,The Cider House Rules,1999,7.40,"Drama,Romance"
2216,tt0125439,Notting Hill,1999,7.10,"Comedy,Drama,Romance"
2217,tt0125664,Man on the Moon,1999,7.40,"Biography,Comedy,Drama"
2218,tt0125971,Outside Providence,1999,6.40,"Comedy,Drama,Romance"
2219,tt0126250,Cookie's Fortune,1999,6.90,"Comedy,Drama"
2220,tt0126886,Election,1999,7.30,"Comedy,Drama,Romance"
2221,tt0126908,A Fish in the Bathtub,1999,5.70,Comedy
2222,tt0126916,For Love of the Game,1999,6.60,"Drama,Romance,Sport"
2223,tt0128137,The Confession,1999,6.00,"Drama,Thriller"
2224,tt0128278,Instinct,1999,6.50,"Drama,Thriller"
2225,tt0128977,The Bumblebee Flies Anyway,1999,6.40,"Drama,Romance"
2226,tt0129167,The Iron Giant,1999,8.00,"Action,Adventure,Animation"
2227,tt0130121,Mickey Blue Eyes,1999,5.80,"Comedy,Crime,Romance"
2228,tt0130761,Heart,1999,6.50,"Drama,Thriller"
2229,tt0131325,Bowfinger,1999,6.40,Comedy
2230,tt0131349,Darkness Falls,1999,5.90,"Drama,Thriller"
2231,tt0131369,Edtv,1999,6.10,"Comedy,Drama"
2232,tt0131566,Rogue Trader,1999,6.30,"Crime,Drama,History"
2233,tt0131646,Wing Commander,1999,4.20,"Action,Adventure,Sci-Fi"
2234,tt0132164,The Florentine,1999,5.70,"Comedy,Drama"
2235,tt0132347,Mystery Men,1999,6.10,"Action,Comedy,Fantasy"
2236,tt0132477,October Sky,1999,7.80,"Biography,Drama,Family"
2237,tt0132502,The Secret Laughter of Women,1999,6.30,"Comedy,Drama,Romance"
2238,tt0132512,At First Sight,1999,5.90,"Drama,Romance"
2239,tt0132905,No One Writes to the Colonel,1999,6.80,Drama
2240,tt0133046,Teaching Mrs. Tingle,1999,5.20,"Comedy,Thriller"
2241,tt0133093,The Matrix,1999,8.70,"Action,Sci-Fi"
2242,tt0133412,Best Laid Plans,1999,6.20,"Crime,Drama,Thriller"
2243,tt0134119,The Talented Mr. Ripley,1999,7.40,"Crime,Drama,Thriller"
2244,tt0134154,Ride with the Devil,1999,6.80,"Drama,Romance,War"
2245,tt0134273,8MM,1999,6.50,"Mystery,Thriller"
2246,tt0134618,"Mystery, Alaska",1999,6.70,"Comedy,Drama,Sport"
2247,tt0137338,200 Cigarettes,1999,5.90,"Comedy,Drama,Romance"
2248,tt0137363,Arlington Road,1999,7.20,"Crime,Drama,Thriller"
2249,tt0137494,Entrapment,1999,6.30,"Action,Crime,Romance"
2250,tt0137523,Fight Club,1999,8.80,Drama
2251,tt0138304,The Astronaut's Wife,1999,5.30,"Drama,Sci-Fi,Thriller"
2252,tt0138510,Idle Hands,1999,6.20,"Comedy,Fantasy,Horror"
2253,tt0138750,Roberta,1999,5.70,Drama
2254,tt0139134,Cruel Intentions,1999,6.80,"Drama,Romance"
2255,tt0139151,Inferno,1999,5.20,"Action,Comedy,Drama"
2256,tt0139239,Go,1999,7.30,"Comedy,Crime"
2257,tt0139414,Lake Placid,1999,5.60,"Action,Comedy,Horror"
2258,tt0139462,Message in a Bottle,1999,6.20,"Drama,Romance"
2259,tt0139699,Varsity Blues,1999,6.40,"Comedy,Drama,Romance"
2260,tt0140352,The Insider,1999,7.90,"Biography,Drama,Thriller"
2261,tt0140379,A Midsummer Night's Dream,1999,6.50,"Comedy,Fantasy,Romance"
2262,tt0141098,Forces of Nature,1999,5.40,"Comedy,Romance"
2263,tt0141369,Inspector Gadget,1999,4.10,"Action,Adventure,Comedy"
2264,tt0141974,The War Zone,1999,7.40,Drama
2265,tt0142192,The Corruptor,1999,6.00,"Action,Crime,Drama"
2266,tt0142201,Crazy in Alabama,1999,6.30,"Comedy,Crime,Drama"
2267,tt0142342,Big Daddy,1999,6.40,"Comedy,Drama"
2268,tt0142688,The Ninth Gate,1999,6.70,"Mystery,Thriller"
2269,tt0143145,The World Is Not Enough,1999,6.40,"Action,Adventure,Thriller"
2270,tt0143746,Molly,1999,5.80,"Comedy,Drama,Romance"
2271,tt0144117,The Boondock Saints,1999,7.90,"Action,Crime,Thriller"
2272,tt0144168,Dick,1999,6.10,Comedy
2273,tt0144178,Dreaming of Joseph Lees,1999,6.40,"Drama,Romance"
2274,tt0144214,The General's Daughter,1999,6.30,"Crime,Drama,Mystery"
2275,tt0144286,The Lost Son,1999,6.60,"Crime,Drama,Romance"
2276,tt0144640,Three to Tango,1999,6.10,"Comedy,Romance"
2277,tt0144688,Wildflowers,1999,5.60,Drama
2278,tt0144715,Holy Smoke,1999,5.90,"Comedy,Drama"
2279,tt0145503,Sunshine,1999,7.50,"Drama,History,Romance"
2280,tt0145531,Stigmata,1999,6.20,Horror
2281,tt0145547,Two Hands,1999,7.20,"Comedy,Crime,Thriller"
2282,tt0145653,Angela's Ashes,1999,7.30,Drama
2283,tt0145660,Austin Powers: The Spy Who Shagged Me,1999,6.60,"Action,Adventure,Comedy"
2284,tt0145681,The Bone Collector,1999,6.70,"Crime,Drama,Mystery"
2285,tt0145893,Simply Irresistible,1999,5.30,"Comedy,Drama,Fantasy"
2286,tt0146838,Any Given Sunday,1999,6.80,"Drama,Sport"
2287,tt0147800,10 Things I Hate About You,1999,7.20,"Comedy,Drama,Romance"
2288,tt0149691,Anywhere But Here,1999,6.20,"Comedy,Drama"
2289,tt0150216,Cradle Will Rock,1999,6.90,Drama
2290,tt0150377,Double Jeopardy,1999,6.40,"Crime,Drama,Mystery"
2291,tt0151047,In a Savage Land,1999,6.30,"Adventure,Drama"
2292,tt0151137,The Messenger: The Story of Joan of Arc,1999,6.40,"Adventure,Biography,Drama"
2293,tt0151331,Let the Devil Wear Black,1999,5.10,"Crime,Drama,Thriller"
2294,tt0151582,The Minus Man,1999,6.20,"Crime,Drama,Mystery"
2295,tt0151738,Never Been Kissed,1999,6.00,"Comedy,Drama,Romance"
2296,tt0152174,Requiem for Murder,1999,5.20,Thriller
2297,tt0154443,8 ?? Women,1999,5.80,"Comedy,Drama"
2298,tt0155197,Speedway Junky,1999,5.30,"Crime,Drama,Romance"
2299,tt0156096,Spring Forward,1999,7.40,Drama
2300,tt0156106,Stonebrook,1999,5.40,"Drama,Thriller"
2301,tt0156711,Kiss Toledo Goodbye,1999,4.90,"Comedy,Thriller"
2302,tt0156934,Random Hearts,1999,5.10,"Drama,Mystery,Romance"
2303,tt0157075,The Suburbans,1999,4.20,"Comedy,Drama"
2304,tt0157503,Drop Dead Gorgeous,1999,6.60,"Comedy,Romance,Thriller"
2305,tt0158369,Woman Wanted,1999,5.60,"Drama,Romance"
2306,tt0158371,Sweet and Lowdown,1999,7.30,"Comedy,Drama,Music"
2307,tt0158483,Ballad of the Nightingale,1999,5.20,Romance
2308,tt0158583,Deterrence,1999,6.50,"Drama,Thriller"
2309,tt0158671,In Her Defense,1999,5.40,"Drama,Romance,Thriller"
2310,tt0158937,The Settlement,1999,5.80,Comedy
2311,tt0159097,The Virgin Suicides,1999,7.20,"Drama,Romance"
2312,tt0160236,Dudley Do-Right,1999,3.90,"Comedy,Family,Romance"
2313,tt0160338,Guinevere,1999,6.00,"Drama,Romance"
2314,tt0160401,In Too Deep,1999,6.20,"Crime,Drama,Thriller"
2315,tt0160481,The Long Road Home,1999,6.40,Drama
2316,tt0160513,A Map of the World,1999,6.70,Drama
2317,tt0160620,Oxygen,1999,6.10,"Crime,Drama,Thriller"
2318,tt0160862,She's All That,1999,5.80,"Comedy,Romance"
2319,tt0160916,The Story of Us,1999,5.90,"Comedy,Drama,Romance"
2320,tt0161010,The Trench,1999,6.10,"Drama,History,War"
2321,tt0161029,Two Shades of Blue,1999,2.90,Thriller
2322,tt0161292,Bleeder,1999,6.80,"Crime,Drama"
2323,tt0162024,Two Ninas,1999,6.30,"Comedy,Romance"
2324,tt0162661,Sleepy Hollow,1999,7.40,"Fantasy,Horror,Mystery"
2325,tt0162662,A Slipping-Down Life,1999,6.20,"Drama,Music,Romance"
2326,tt0162677,Summer of Sam,1999,6.60,"Crime,Drama,Romance"
2327,tt0162766,The White River Kid,1999,4.70,Comedy
2328,tt0163187,Runaway Bride,1999,5.50,"Comedy,Romance"
2329,tt0163318,A Table for One,1999,5.30,"Drama,Thriller"
2330,tt0163559,The Book of Stars,1999,7.00,Drama
2331,tt0163579,Chill Factor,1999,5.20,"Action,Adventure,Comedy"
2332,tt0163651,American Pie,1999,7.00,Comedy
2333,tt0163988,Bringing Out the Dead,1999,6.80,"Drama,Thriller"
2334,tt0164108,The Muse,1999,5.60,Comedy
2335,tt0164181,Stir of Echoes,1999,7.00,"Horror,Mystery,Thriller"
2336,tt0164912,Stuart Little,1999,5.90,"Adventure,Comedy,Family"
2337,tt0165086,The Secret Life of Girls,1999,5.40,"Comedy,Drama"
2338,tt0165128,Special Delivery,1999,5.00,"Comedy,Romance"
2339,tt0165396,My Brother the Pig,1999,3.90,"Comedy,Family,Fantasy"
2340,tt0165454,The Runner,1999,5.70,"Crime,Drama,Thriller"
2341,tt0165643,Black & White,1999,5.00,"Crime,Drama,Music"
2342,tt0165798,Ghost Dog: The Way of the Samurai,1999,7.50,"Action,Crime,Drama"
2343,tt0165831,Held Up,1999,5.10,Comedy
2344,tt0165846,Kill the Man,1999,5.10,"Comedy,Romance"
2345,tt0165859,Liberty Heights,1999,7.10,"Drama,Music,Romance"
2346,tt0166485,Anna and the King,1999,6.70,"Drama,History,Romance"
2347,tt0167351,The Protagonists,1999,4.70,"Crime,Thriller"
2348,tt0167404,The Sixth Sense,1999,8.10,"Drama,Mystery,Thriller"
2349,tt0167427,Superstar,1999,5.00,"Comedy,Romance"
2350,tt0167752,The 4th Floor,1999,5.70,"Horror,Mystery,Thriller"
2351,tt0167976,Happy End,1999,5.80,Drama
2352,tt0168199,Sunburn,1999,6.50,"Comedy,Drama"
2353,tt0169547,American Beauty,1999,8.40,Drama
2354,tt0170157,Wayward Son,1999,6.40,Drama
